epoch,step,train_accuracy,train_auc_ovo,train_auc_ovr,train_f1,train_loss,train_pr_auc,val_accuracy,val_auc_ovo,val_auc_ovr,val_f1,val_loss,val_pr_auc
22,229,,,,,,,0.24137930572032928,0.7399768233299255,0.7346136569976807,0.20897436141967773,1.5898550748825073,0.4121321439743042
22,229,0.48695650696754456,0.8648515939712524,0.8679527640342712,0.47084006667137146,,0.5466296672821045,,,,,,
23,239,,,,,1.2283581495285034,,,,,,,
23,239,,,,,,,0.24137930572032928,0.7399768233299255,0.7346136569976807,0.21111111342906952,1.592379093170166,0.4121321439743042
23,239,0.582608699798584,0.8915219902992249,0.8911836743354797,0.5677189826965332,,0.5952914953231812,,,,,,
24,249,,,,,1.1386703252792358,,,,,,,
24,249,,,,,,,0.24137930572032928,0.7468518614768982,0.7400674223899841,0.20897436141967773,1.5898264646530151,0.41122856736183167
24,249,0.47826087474823,0.856076180934906,0.8589198589324951,0.4598885774612427,,0.5106425881385803,,,,,,
25,259,,,,,1.4524834156036377,,,,,,,
25,259,,,,,,,0.27586206793785095,0.7456018328666687,0.7413545250892639,0.24079254269599915,1.6045228242874146,0.41079527139663696
25,259,0.47826087474823,0.851134181022644,0.8528892993927002,0.4529998004436493,,0.49052703380584717,,,,,,
26,269,,,,,1.0851260423660278,,,,,,,
26,269,,,,,,,0.24137930572032928,0.7510648369789124,0.7461163997650146,0.21190476417541504,1.6063576936721802,0.4266476035118103
26,269,0.4521739184856415,0.8417818546295166,0.8463753461837769,0.4186024069786072,,0.46942445635795593,,,,,,
27,279,,,,,1.0342633724212646,,,,,,,
27,279,,,,,,,0.24137930572032928,0.7408564686775208,0.7347285747528076,0.21212121844291687,1.616026759147644,0.39840051531791687
27,279,0.47826087474823,0.8810891509056091,0.8789152503013611,0.48332250118255615,,0.554698646068573,,,,,,
28,289,,,,,1.3200424909591675,,,,,,,
28,289,,,,,,,0.24137930572032928,0.7374536991119385,0.7328979969024658,0.21515151858329773,1.6597363948822021,0.42473921179771423
28,289,0.47826087474823,0.860825777053833,0.8608719706535339,0.475019633769989,,0.5210927724838257,,,,,,
29,299,,,,,1.3010963201522827,,,,,,,
29,299,,,,,,,0.24137930572032928,0.7388888597488403,0.7337650656700134,0.21655011177062988,1.6950465440750122,0.4014607071876526
29,299,0.38260868191719055,0.8485203981399536,0.8488112092018127,0.3747854232788086,,0.47236916422843933,,,,,,
30,309,,,,,1.1277976036071777,,,,,,,
30,309,,,,,,,0.27586206793785095,0.735995352268219,0.7341231107711792,0.24300144612789154,1.7091432809829712,0.4407901167869568
30,309,0.539130449295044,0.8820134401321411,0.8799557685852051,0.524925172328949,,0.5533814430236816,,,,,,
31,319,,,,,1.1651097536087036,,,,,,,
31,319,,,,,,,0.27586206793785095,0.7509027719497681,0.7447966933250427,0.23644180595874786,1.6867804527282715,0.44754743576049805
31,319,0.4956521689891815,0.8465015292167664,0.8514292240142822,0.44618499279022217,,0.5049799680709839,,,,,,
32,329,,,,,1.40110182762146,,,,,,,
32,329,,,,,,,0.27586206793785095,0.7409490942955017,0.7294120788574219,0.25147074460983276,1.679879069328308,0.42152026295661926
32,329,0.52173912525177,0.8577516674995422,0.8568570017814636,0.508080244064331,,0.5032786130905151,,,,,,
33,339,,,,,0.9740816354751587,,,,,,,
33,339,,,,,,,0.3448275923728943,0.7305324077606201,0.7263413667678833,0.3027777671813965,1.7622780799865723,0.40448853373527527
33,339,0.40869563817977905,0.8571166396141052,0.8573659658432007,0.39363059401512146,,0.5128487348556519,,,,,,
34,349,,,,,0.9324021339416504,,,,,,,
34,349,,,,,,,0.24137930572032928,0.7229629755020142,0.7204033136367798,0.1677170842885971,1.7619742155075073,0.360295832157135
34,349,0.530434787273407,0.8554381132125854,0.8577646613121033,0.4818054437637329,,0.5174998641014099,,,,,,
35,359,,,,,1.2981899976730347,,,,,,,
35,359,,,,,,,0.27586206793785095,0.7304398417472839,0.7303289771080017,0.23310023546218872,1.6643563508987427,0.3596038818359375
35,359,0.530434787273407,0.8846375346183777,0.8842923045158386,0.5190969109535217,,0.5917899012565613,,,,,,
36,369,,,,,1.279318928718567,,,,,,,
36,369,,,,,,,0.24137930572032928,0.7263657450675964,0.7226499915122986,0.2261904776096344,1.7364453077316284,0.39923056960105896
36,369,0.46086955070495605,0.867442786693573,0.8680163621902466,0.4524378478527069,,0.5039860010147095,,,,,,
37,379,,,,,1.606505274772644,,,,,,,
37,379,,,,,,,0.24137930572032928,0.6999768614768982,0.7056303024291992,0.1933862417936325,1.989238977432251,0.3517690896987915
37,379,0.582608699798584,0.8979278206825256,0.8967794179916382,0.5766081809997559,,0.6043193340301514,,,,,,
38,389,,,,,1.9935473203659058,,,,,,,
38,389,,,,,,,0.17241379618644714,0.6707407236099243,0.661349892616272,0.16025641560554504,2.0364890098571777,0.31198686361312866
38,389,0.4956521689891815,0.870854377746582,0.8734099864959717,0.4616183340549469,,0.6123999953269958,,,,,,
39,399,,,,,1.5248116254806519,,,,,,,
39,399,,,,,,,0.17241379618644714,0.7002546191215515,0.699917197227478,0.14935064315795898,1.86258065700531,0.29608434438705444
39,399,0.5565217137336731,0.8970402479171753,0.8966999053955078,0.5516444444656372,,0.6125611066818237,,,,,,
40,409,,,,,1.5053263902664185,,,,,,,
40,409,,,,,,,0.13793103396892548,0.6773611307144165,0.6777248382568359,0.12916666269302368,2.4120779037475586,0.36438384652137756
40,409,0.5478261113166809,0.9020627737045288,0.9001312851905823,0.5489755868911743,,0.631630003452301,,,,,,
41,419,,,,,0.7730902433395386,,,,,,,
41,419,,,,,,,0.2068965584039688,0.6707639098167419,0.6637719869613647,0.1777438223361969,2.1778295040130615,0.3354857563972473
41,419,0.52173912525177,0.8720883727073669,0.8717670440673828,0.5046753287315369,,0.542911946773529,,,,,,
42,429,,,,,1.367372989654541,,,,,,,
42,429,,,,,,,0.1034482792019844,0.6677083373069763,0.6703792810440063,0.07905983179807663,2.0509965419769287,0.29339399933815
42,429,0.6086956262588501,0.898815929889679,0.8970566391944885,0.5961849093437195,,0.6468239426612854,,,,,,
43,439,,,,,1.2891654968261719,,,,,,,
43,439,,,,,,,0.2068965584039688,0.6698148250579834,0.666817843914032,0.20251323282718658,2.2693355083465576,0.30694302916526794
43,439,0.6086956262588501,0.9100310206413269,0.907810389995575,0.5976225137710571,,0.6295254826545715,,,,,,
44,449,,,,,1.2620705366134644,,,,,,,
44,449,,,,,,,0.17241379618644714,0.6695833206176758,0.6703008413314819,0.15238095819950104,2.071479558944702,0.31294628977775574
44,449,0.530434787273407,0.9024086594581604,0.9031051397323608,0.5026370286941528,,0.634319543838501,,,,,,
45,459,,,,,0.6364973187446594,,,,,,,
45,459,,,,,,,0.2068965584039688,0.6969907283782959,0.6902413964271545,0.17373737692832947,2.15586256980896,0.3840899169445038
45,459,0.6608695387840271,0.9385616183280945,0.9379526376724243,0.6552114486694336,,0.7604930996894836,,,,,,
46,469,,,,,0.9084824919700623,,,,,,,
46,469,,,,,,,0.13793103396892548,0.6938657164573669,0.6888324618339539,0.13333334028720856,2.1226673126220703,0.3537669777870178
46,469,0.686956524848938,0.9257906675338745,0.9272547364234924,0.6731120347976685,,0.7363843321800232,,,,,,
47,479,,,,,0.8276708126068115,,,,,,,
47,479,,,,,,,0.2068965584039688,0.6830092668533325,0.6786870360374451,0.1753246784210205,2.295048236846924,0.3590722978115082
47,479,0.678260862827301,0.9447793960571289,0.9469628930091858,0.6593801975250244,,0.7900626063346863,,,,,,
48,489,,,,,0.8876038193702698,,,,,,,
48,489,,,,,,,0.13793103396892548,0.6999536752700806,0.7018024325370789,0.1587301641702652,2.116407871246338,0.37803709506988525
48,489,0.634782612323761,0.9298819899559021,0.9295899271965027,0.6222354173660278,,0.7300577759742737,,,,,,
49,499,,,,,0.8797184228897095,,,,,,,
49,499,,,,,,,0.17241379618644714,0.7021991014480591,0.7060718536376953,0.16616161167621613,2.1250662803649902,0.38006889820098877
49,499,0.6521739363670349,0.9410948753356934,0.9400140047073364,0.6462994813919067,,0.7639147043228149,,,,,,
50,509,,,,,0.7213513851165771,,,,,,,
50,509,,,,,,,0.17241379618644714,0.6780555844306946,0.6767719388008118,0.17424242198467255,2.372152328491211,0.3611821234226227
50,509,0.6608695387840271,0.9428448677062988,0.942690908908844,0.6483891010284424,,0.7553504109382629,,,,,,
51,519,,,,,1.123629093170166,,,,,,,
51,519,,,,,,,0.17241379618644714,0.6847222447395325,0.6832442879676819,0.16958041489124298,2.270684003829956,0.36025309562683105
51,519,0.739130437374115,0.9490187764167786,0.9491053223609924,0.7232347726821899,,0.7909415364265442,,,,,,
52,529,,,,,1.2189313173294067,,,,,,,
52,529,,,,,,,0.17241379618644714,0.677615761756897,0.6750136613845825,0.168742373585701,2.3520448207855225,0.3564545810222626
52,529,0.6608695387840271,0.9490063190460205,0.9460363388061523,0.6562509536743164,,0.7783682346343994,,,,,,
53,539,,,,,1.370957851409912,,,,,,,
53,539,,,,,,,0.17241379618644714,0.6774768233299255,0.6809059381484985,0.170328289270401,2.4294075965881348,0.36611753702163696
53,539,0.7130434513092041,0.9492171406745911,0.9480034112930298,0.6975984573364258,,0.772493302822113,,,,,,
54,549,,,,,1.0313775539398193,,,,,,,
54,549,,,,,,,0.13793103396892548,0.6828472018241882,0.6856393218040466,0.13333334028720856,2.4176433086395264,0.37368208169937134
54,549,0.739130437374115,0.9614530205726624,0.9601584672927856,0.7465822100639343,,0.8294442296028137,,,,,,
55,559,,,,,0.59744793176651,,,,,,,
55,559,,,,,,,0.13793103396892548,0.6813889145851135,0.682583749294281,0.1349206417798996,2.3793723583221436,0.371689110994339
55,559,0.7565217614173889,0.9697039723396301,0.9671533703804016,0.7581956386566162,,0.864914059638977,,,,,,
56,569,,,,,0.4326603412628174,,,,,,,
56,569,,,,,,,0.17241379618644714,0.6880323886871338,0.6888414025306702,0.16616161167621613,2.324873924255371,0.3699429929256439
56,569,0.686956524848938,0.9467670917510986,0.9470148682594299,0.6831196546554565,,0.766972005367279,,,,,,
57,579,,,,,0.43958237767219543,,,,,,,
57,579,,,,,,,0.17241379618644714,0.6800231337547302,0.6777089238166809,0.17301587760448456,2.3772897720336914,0.3661009967327118
57,579,0.747826099395752,0.960468590259552,0.9590665698051453,0.739821195602417,,0.8391891121864319,,,,,,
58,589,,,,,0.575562059879303,,,,,,,
58,589,,,,,,,0.17241379618644714,0.687199056148529,0.6853899359703064,0.16616161167621613,2.3676064014434814,0.37130773067474365
58,589,0.7739130258560181,0.9677281379699707,0.9677226543426514,0.7595423460006714,,0.8555532097816467,,,,,,
59,599,,,,,0.9536892771720886,,,,,,,
59,599,,,,,,,0.17241379618644714,0.6897222399711609,0.688445508480072,0.16616161167621613,2.3553295135498047,0.37494316697120667
59,599,0.7217391133308411,0.9536532163619995,0.9516561627388,0.7176806330680847,,0.7947887778282166,,,,,,
