timestamp,open,high,low,close
2025-10-10 15:00,1.15779,1.16305,1.15776,1.16124
2025-10-10 16:00,1.16126,1.16255,1.1603,1.16057
2025-10-10 17:00,1.16048,1.16093,1.15964,1.16009
2025-10-10 18:00,1.16009,1.1613,1.1599,1.16085
