timestamp,open,high,low,close
2025-10-09 05:00,1.16456,1.16481,1.1637,1.16382
2025-10-09 06:00,1.16386,1.1639,1.1611,1.16156
2025-10-09 07:00,1.16156,1.16233,1.1605,1.16104
2025-10-09 08:00,1.1611,1.16143,1.1602,1.16123
2025-10-09 09:00,1.16123,1.16271,1.1609,1.16255
2025-10-09 10:00,1.16261,1.16272,1.16123,1.16185
2025-10-09 11:00,1.16184,1.16222,1.1608,1.16121
2025-10-09 12:00,1.16113,1.16161,1.1604,1.1615
